pair_id,odia_poem_line,english_poem_line,poem_context,poet,rhyming_word_odia,rhyming_word_english,emotion_tone,odia_word_count,english_word_count,has_alliteration,line_complexity
163,ସ୍ନାନଯାତ୍ରା ଜଳକ୍ରୀଡ଼ା,Water sports of Snana Yatra,Snana Yatra,Snanayatra,ଡ,yatra,Neutral,8,5,True,Medium
164,ଚନ୍ଦନଯାତ୍ରା ଶୀତଳ,Coolness of Chandan Yatra,Chandan Yatra,Chandanyatra,ତଳ,yatra,Neutral,6,4,True,Medium
165,ବହୁଡ଼ାଯାତ୍ରା ବିଦାୟ,Farewell of Bahuda Yatra,Bahuda Yatra,Bahudayatra,ୟ,yatra,Neutral,8,4,False,Medium
166,ସୁନଭେଦା ନୀତି ରହସ୍ୟ,Mystery of Suna Vesa ritual,Suna Vesa,Sunavesa,ୟ,ritual,Neutral,7,5,False,Medium
167,ଅଧରପଣା ଭୋଗ ମଧୁର,Sweet offering of Adhar Pana,Adhara Pana,Adharapana,ର,pana,Positive,5,5,True,Medium
168,ବଡ଼ସିଂହାର ଭୋଗ ରାଜସ,Royal offering of Bada Singhara,Bada Singhara,Badasinghara,ଜସ,singhara,Neutral,8,5,True,Medium
169,ସାକାଳଧୂପ ପ୍ରଥମ ଭୋଗ,First offering of Sakal Dhupa,Sakala Dhupa,Sakaladhupa,ଗ,dhupa,Neutral,8,5,True,Medium
170,ମଧ୍ୟାହ୍ନଧୂପ ମଧ୍ୟାହ୍ନ ଭୋଗ,Noon offering of Madhyanha Dhupa,Madhyanha Dhupa,Madhyanhadhupa,ଗ,dhupa,Neutral,11,5,True,Medium
171,ସନ୍ଧ୍ୟାଧୂପ ସନ୍ଧ୍ୟା ଆରତି,Evening offering of Sandhya Dhupa,Sandhya Dhupa,Sandhyadhupa,ଆରତ,dhupa,Neutral,9,5,True,Medium
172,ବଡ଼ସିଂହାର ଭୋଗ ରାତ୍ରି,Night offering of Bada Singhara,Bada Singhara Bhoga,Badasinghara,ର,singhara,Neutral,9,5,True,Medium
173,ମଇଲମ ଭୋଗ ମଧୁର,Sweet offering of Mailam,Mailam Bhoga,Mailam,ର,mailam,Positive,5,4,True,Medium
174,ଅବକାଶ ନୀତି ପ୍ରଭାତ,Morning ritual of Abakash,Abakasha Niti,Abakasha,ତ,abakash,Neutral,7,4,False,Medium
175,ରୋଷହୋମ ଅଗ୍ନି କାର୍ଯ୍ୟ,Fire ceremony of Roshahoma,Roshahoma,Roshahoma,ୟ,roshahoma,Sad,9,4,False,Medium
176,ସୂର୍ଯ୍ୟପୂଜା ଆରାଧନା,Worship of Surya Puja,Surya Puja,Suryapuja,ଧନ,puja,Positive,7,4,False,Simple
177,ଦ୍ୱାରପାଳ ପୂଜା ରକ୍ଷା,Protection of Dwarapala Puja,Dwarapala Puja,Dwarapala,ଷ,puja,Neutral,8,4,True,Complex
178,ଗରୁଡ଼ ସ୍ତମ୍ଭ ପୂଜା,Worship of Garuda Stambha,Garuda Stambha,Garudastambha,ଜ,stambha,Positive,7,4,False,Medium
179,ଲକ୍ଷ୍ମୀ ପୂଜା ଧନଧାନ୍ୟ,Wealth and grains of Lakshmi Puja,Lakshmi Puja,Lakshmipuja,ୟ,puja,Positive,8,6,False,Medium
180,ସରସ୍ୱତୀ ପୂଜା ବିଦ୍ୟା,Knowledge of Saraswati Puja,Saraswati Puja,Saraswatipuja,ୟ,puja,Neutral,7,4,False,Medium
181,ଗଣେଶ ପୂଜା ବିଘ୍ନହର୍ତ୍ତା,Remover of obstacles Ganesh Puja,Ganesh Puja,Ganeshpuja,ତ,puja,Sad,9,5,True,Medium
182,ଦୁର୍ଗା ପୂଜା ଶକ୍ତି ସ୍ୱରୂପା,Embodiment of power Durga Puja,Durga Puja,Durgapuja,ପ,puja,Neutral,10,5,True,Medium
183,କାଳୀ ପୂଜା ଭୟଘାତିନୀ,Destroyer of fear Kali Puja,Kali Puja,Kalipuja,ନ,puja,Melancholy,7,5,False,Medium
184,ଶିବରାତ୍ରି ମହାଦେବ,Mahadev of Shivaratri,Shivaratri,Shivaratri,ବ,shivaratri,Neutral,7,3,False,Complex
185,ଜନ୍ମାଷ୍ଟମୀ କୃଷ୍ଣ ଜନ୍ମ,Krishna's birth of Janmashtami,Janmashtami,Janmashtami,ମ,janmashtami,Neutral,9,5,False,Complex
186,ରାମନବମୀ ରାମ ଜନ୍ମ,Rama's birth of Ramanavami,Rama Navami,Ramanavami,ମ,ramanavami,Neutral,6,5,True,Medium
187,ବିଷୁବ ସଂକ୍ରାନ୍ତି ମେଷ,Mesha of Vishuva Sankranti,Vishuva Sankranti,Vishuva,ଷ,sankranti,Neutral,10,4,False,Medium
188,ମକର ସଂକ୍ରାନ୍ତି ଉତ୍ତରାୟଣ,Uttarayana of Makar Sankranti,Makar Sankranti,Makara,ୟଣ,sankranti,Neutral,9,4,False,Complex
189,ରଥ ସପ୍ତମୀ ସୂର୍ଯ୍ୟାର୍ଚ୍ଚନା,Sun worship of Ratha Saptami,Ratha Saptami,Rathasaptami,ଚନ,saptami,Positive,10,5,True,Medium
190,ବାସନ୍ତୀ ପଞ୍ଚମୀ ସରସ୍ୱତୀ,Saraswati of Basanti Panchami,Basanti Panchami,Basantipanchami,ୱତ,panchami,Neutral,7,4,False,Complex
191,ହୋଲି ରଙ୍ଗ ଉତ୍ସବ,Color festival of Holi,Holi Utsav,Holi,ସବ,holi,Positive,6,4,False,Simple
192,ଦୀପାବଳୀ ଆଲୋକ ଉତ୍ସବ,Light festival of Diwali,Diwali Utsav,Diwali,ସବ,diwali,Positive,7,4,False,Medium
193,ରକ୍ଷାବନ୍ଧନ ଭ୍ରାତୃତ୍ୱ,Brotherhood of Rakshabandhan,Raksha Bandhan,Rakshabandhan,ୱ,rakshabandhan,Neutral,9,3,False,Complex
194,ଗୁରୁପୂର୍ଣ୍ଣିମା ଗୁରୁବନ୍ଦନା,Guru worship of Guru Purnima,Guru Purnima,Gurupurnima,ଦନ,purnima,Positive,11,5,True,Medium
195,ବଡ଼ଓଷା ବ୍ରତ କଥା,Story of Bada Osha fast,Bada Osha,Badaosha,କଥ,fast,Neutral,5,5,True,Medium
196,କୁମାରୀ ପୂର୍ଣ୍ଣିମା କନ୍ୟା,Maiden of Kumari Purnima,Kumari Purnima,Kumaripurnima,ୟ,purnima,Neutral,10,4,False,Medium
197,ମହାଳୟା ପିତୃପକ୍ଷ,Ancestral fortnight of Mahalaya,Mahalaya,Mahalaya,ଷ,mahalaya,Neutral,6,4,False,Complex
198,ଶ୍ରାଦ୍ଧ ପକ୍ଷ ପିତୃତର୍ପଣ,Ancestral offering of Shraddha Paksha,Shraddha Paksha,Shraddha,ପଣ,paksha,Neutral,10,5,True,Complex
199,ଅକ୍ଷୟ ତୃତୀୟା ଅକ୍ଷୟ,Imperishable of Akshaya Tritiya,Akshaya Tritiya,Akshayatritiya,ଷୟ,tritiya,Neutral,7,4,False,Complex
200,ନାଗପଞ୍ଚମୀ ନାଗଦେବ,Snake god of Nag Panchami,Nag Panchami,Nagapanchami,ବ,panchami,Sad,6,5,False,Medium
201,ବଟ ସାବିତ୍ରୀ ବ୍ରତ,Fast of Bata Savitri,Bata Savitri,Batasavitri,ରତ,savitri,Neutral,7,4,False,Simple
202,ବଡ଼ଯାତ୍ରା ମହୋତ୍ସବ,Grand festival of Bada Jatra,Bada Jatra,Badajatra,ସବ,jatra,Joyful,7,5,False,Medium
203,ଦୋଳଯାତ୍ରା ବସନ୍ତୋତ୍ସବ,Spring festival of Dola Jatra,Dola Jatra,Dolajatra,ସବ,jatra,Positive,8,5,False,Medium
204,ଚାଟପର୍ବ ଚାଟକବି,Poet of Chat Parva,Chat Parva,Chatparba,ଟକବ,parva,Neutral,5,4,True,Simple
205,ପଣା ସଂକ୍ରାନ୍ତି ପଣା,Pana of Pana Sankranti,Pana Sankranti,Panasankranti,ପଣ,sankranti,Neutral,7,4,True,Simple
206,ରାଜା ପର୍ବ ରାଜାଧିରାଜ,King of kings of Raja Parba,Raja Parba,Rajaparba,ଜ,parba,Neutral,9,6,True,Medium
207,ଝୁଲଣଯାତ୍ରା ଝୁଲଣ,Swing of Jhulana Jatra,Jhulana Jatra,Jhulanajatra,ଲଣ,jatra,Neutral,6,4,True,Simple
208,ଗଜଲକ୍ଷ୍ମୀ ପୂଜା ଗଜ,Elephant of Gajalaxmi Puja,Gajalaxmi Puja,Gajalaxmi,ଗଜ,puja,Neutral,6,4,False,Medium
209,ବହୁଳାଅଷ୍ଟମୀ ବହୁଳା,Bahula of Bahula Ashtami,Bahula Ashtami,Bahulashtami,ଳ,ashtami,Neutral,6,4,True,Medium
210,ମହାବିଷୁବ ସଂକ୍ରାନ୍ତି,Mahavishuva Sankranti,Maha Vishuva,Mahavishuva,ତ,sankranti,Neutral,9,2,False,Complex
211,ସବିତ୍ରୀ ବ୍ରତ ସତୀ,Chaste of Savitri Brata,Savitri Brata,Savitribrata,ସତ,brata,Neutral,6,4,False,Simple
212,ବଡୁଣୀ ଅମାବାସ୍ୟା ବଡୁଣୀ,Baduni of Baduni Amavasya,Baduni Amavasya,Baduniamavasya,ଣ,amavasya,Neutral,8,4,True,Medium
213,ଖିଚିଡ଼ି ଅମାବାସ୍ୟା ଖିଚିଡ଼ି,Khichdi of Khichdi Amavasya,Khichdi Amavasya,Khichidiamavasya,ଡ,amavasya,Neutral,10,4,True,Medium
214,ପୁଷ୍ୟାଭିଷେକ ପୁଷ୍ୟ,Pushya of Pushyabhiseka,Pushya Abhishek,Pushyabhiseka,ୟ,pushyabhiseka,Neutral,9,3,True,Complex
215,ମାଘ ସପ୍ତମୀ ମାଘ,Magha of Magha Saptami,Magha Saptami,Maghasaptami,ଘ,saptami,Neutral,6,4,True,Simple
216,ବାସୁଳୀ ପୂଜା ବାସୁଳୀ,Basuli of Basuli Puja,Basuli Puja,Basulipuja,ଳ,puja,Neutral,8,4,True,Simple
217,ମନବସା ଗୁରୁବାର ମନ,Mind of Manabasa Gurubar,Manabasa Gurubar,Manabasagurubar,ମନ,gurubar,Neutral,6,4,True,Medium
218,ଠାକୁରାଣୀ ଯାତ୍ରା ଠାକୁରାଣୀ,Goddess of Thakurani Jatra,Thakurani Jatra,Thakuranijatra,ଣ,jatra,Neutral,11,4,False,Medium
219,ବାଲିଯାତ୍ରା ବାଲି,Sand of Bali Jatra,Bali Jatra,Balijatra,ଲ,jatra,Neutral,7,4,False,Simple
220,ସମୁଦ୍ର ଯାତ୍ରା ସମୁଦ୍ର,Ocean of Samudra Jatra,Samudra Jatra,Samudrajatra,ର,jatra,Neutral,9,4,True,Simple
221,ବେଦବ୍ୟାସ ପୂଜା ବେଦ,Veda of Vedavyasa Puja,Vedavyasa Puja,Vedavyasapuja,ଦ,puja,Neutral,8,4,True,Simple
222,ବ୍ରହ୍ମା ପୂଜା ବ୍ରହ୍ମା,Brahma of Brahma Puja,Brahma Puja,Brahmapuja,ମ,puja,Neutral,8,4,True,Simple
223,ବିଶ୍ୱକର୍ମା ପୂଜା ବିଶ୍ୱକର୍ମା,Vishwakarma of Vishwakarma Puja,Vishwakarma Puja,Vishwakarmapuja,ମ,puja,Neutral,10,4,True,Complex
224,ଧନୁଯାତ୍ରା ଧନୁ,Bow of Dhanu Jatra,Dhanu Jatra,Dhanujatra,ଧନ,jatra,Neutral,5,4,False,Simple
225,ପ୍ରହ୍ଲାଦ ଚରିତ ପ୍ରହ୍ଲାଦ,Prahlad of Prahlad Charita,Prahlad Charita,Prahladcharita,ଦ,charita,Neutral,10,4,True,Medium
226,ହିରଣ୍ୟକଶିପୁ ବଧ,Slaying of Hiranyakashipu,Hiranyakashipu Badha,Hiranyakashipu,ବଧ,hiranyakashipu,Neutral,5,3,False,Complex
227,ନରସିଂହ ଅବତାର ନରସିଂହ,Narasimha of Narasimha Avatar,Narasimha Avatar,Narasimha,ହ,avatar,Neutral,6,4,True,Complex
228,ସ୍ତମ୍ଭ ବିଦାରଣ ସ୍ତମ୍ଭ,Pillar of Stambha Vidarana,Stambha Vidarana,Stambhavidarana,ଭ,vidarana,Neutral,9,4,False,Medium
229,ସନ୍ଧ୍ୟା ସମୟ ସନ୍ଧ୍ୟା,Evening of Sandhya Samaya,Sandhya Samaya,Sandhyasamaya,ୟ,samaya,Neutral,7,4,True,Medium
230,ଲକ୍ଷ୍ମୀ ପୁରାଣ ଲକ୍ଷ୍ମୀ,Lakshmi of Lakshmi Purana,Lakshmi Purana,Lakshmipurana,ମ,purana,Neutral,9,4,True,Medium
231,ବଳରାମ ଦାସ ବଳରାମ,Balaram of Balaram Das,Balaram Das,Balaramdas,ମ,das,Neutral,6,4,True,Simple
232,ଲକ୍ଷ୍ମୀ ନାରାୟଣ ଲକ୍ଷ୍ମୀ,Lakshmi of Lakshmi Narayan,Lakshmi Narayan,Lakshminarayan,ମ,narayan,Neutral,9,4,True,Medium
233,ଶ୍ରୀମନ୍ଦିର ଶ୍ରୀ,Sri of Srimandira,Srimandira,Srimandira,ର,srimandira,Neutral,7,3,True,Simple
234,ପୁରୁଷୋତ୍ତମ କ୍ଷେତ୍ର ପୁରୁଷୋତ୍ତମ,Purushottama of Purushottama Kshetra,Purushottama Kshetra,Purushottamakshetra,ତମ,kshetra,Neutral,14,4,True,Complex
235,ନୀଳଗିରି ନୀଳ,Blue of Nilagiri,Nilagiri,Nilagiri,ଳ,nilagiri,Neutral,5,3,False,Simple
236,ବ୍ରହ୍ମଗିରି ବ୍ରହ୍ମ,Brahma of Brahmagiri,Brahmagiri,Brahmagiri,ମ,brahmagiri,Neutral,7,3,True,Medium
237,ସ୍ୱର୍ଗଦ୍ୱାର ସ୍ୱର୍ଗ,Heaven of Swargadwara,Swargadwara,Swargadwara,ଗ,swargadwara,Joyful,8,3,False,Complex
238,ଇନ୍ଦ୍ରଦ୍ୟୁମ୍ନ ସରୋବର ଇନ୍ଦ୍ରଦ୍ୟୁମ୍ନ,Indradyumna of Indradyumna Sarovara,Indradyumna Sarovara,Indradyumnasarovara,ନ,sarovara,Neutral,14,4,True,Complex
239,ମାର୍କଣ୍ଡେୟ ସରୋବର ମାର୍କଣ୍ଡେୟ,Markandeya of Markandeya Sarovara,Markandeya Sarovara,Markandeyasarovara,ୟ,sarovara,Neutral,12,4,True,Complex
240,ଚକ୍ରତୀର୍ଥ ଚକ୍ର,Chakra of Chakra Tirtha,Chakra Tirtha,Chakratirtha,ର,tirtha,Neutral,6,4,True,Simple
241,ପଞ୍ଚତୀର୍ଥ ପଞ୍ଚ,Five of Pancha Tirtha,Pancha Tirtha,Panchatirtha,ଚ,tirtha,Neutral,6,4,False,Simple
242,ମହୋଦଧି ମହା,Great of Mahodadhi,Mahodadhi,Mahodadhi,ମହ,mahodadhi,Joyful,3,3,False,Medium
243,ବଙ୍ଗୋପ ସାଗର ବଙ୍ଗ,Bengal of Bangop Sagara,Bangop Sagara,Bangopsagara,ଗ,sagara,Neutral,7,4,True,Simple
244,ଦୟା ନଦୀ ଦୟା,Compassion of Daya Nadi,Daya Nadi,Dayanadi,ଦୟ,nadi,Positive,3,4,False,Simple
245,କୁଶଭଦ୍ରା ନଦୀ କୁଶ,Kusha of Kushabhadra Nadi,Kushabhadra Nadi,Kushabhadranadi,ଶ,nadi,Neutral,6,4,True,Medium
246,ବିମଳା ମନ୍ଦିର ବିମଳା,Pure of Bimala Mandira,Bimala Mandira,Bimalamandira,ମଳ,mandira,Neutral,7,4,False,Simple
247,ମାର୍କଣ୍ଡେଶ୍ୱର ମନ୍ଦିର ମାର୍କଣ୍ଡେଶ୍ୱର,Markandeswara of Markandeswara Mandira,Markandeswara Mandira,Markandeswaramandira,ୱର,mandira,Neutral,15,4,True,Complex
248,ସ୍ୱୟମ୍ଭୁ ଲିଙ୍ଗ ସ୍ୱୟମ୍ଭୁ,Self-manifest of Swayambhu Linga,Swayambhu Linga,Swayambhulinga,ଭ,linga,Neutral,9,5,True,Complex
249,ଲୋକନାଥ ମନ୍ଦିର ଲୋକନାଥ,Lokanath of Lokanath Mandira,Lokanath Mandira,Lokanathmandira,ଥ,mandira,Neutral,9,4,True,Complex
250,ଗୁଣ୍ଡିଚା ମନ୍ଦିର ଗୁଣ୍ଡିଚା,Gundicha of Gundicha Mandira,Gundicha Mandira,Gundichamandira,ଚ,mandira,Neutral,11,4,True,Complex
251,ଅନନ୍ତ ବାସୁଦେବ ଅନନ୍ତ,Endless of Ananta Vasudeva,Ananta Vasudeva,Anantavasudeva,ତ,vasudeva,Neutral,8,4,False,Medium
252,ରାମଚଣ୍ଡୀ ମନ୍ଦିର ରାମଚଣ୍ଡୀ,Ramachandi of Ramachandi Mandira,Ramachandi Mandira,Ramachandimandira,ଡ,mandira,Neutral,9,4,True,Complex
253,ସାତପଡା ମନ୍ଦିର ସାତ,Seven of Satapada Mandira,Satapada Mandira,Satapadamandira,ତ,mandira,Neutral,7,4,True,Medium
254,ଚିଲିକା ହ୍ରଦ ଚିଲିକା,Chilika of Chilika Hrada,Chilika Hrada,Chilikahrada,କ,hrada,Neutral,8,4,True,Medium
255,କାଳିଜାଈ ମନ୍ଦିର କାଳିଜାଈ,Kalijai of Kalijai Mandira,Kalijai Mandira,Kalijaimandira,ଈ,mandira,Neutral,11,4,True,Medium
256,ବ୍ରହ୍ମଗିରି ମନ୍ଦିର ବ୍ରହ୍ମଗିରି,Brahmagiri of Brahmagiri Mandira,Brahmagiri Mandira,Brahmagirimandira,ର,mandira,Neutral,11,4,True,Complex
257,ସାକ୍ଷିଗୋପାଳ ମନ୍ଦିର ସାକ୍ଷିଗୋପାଳ,Saksigopala of Saksigopala Mandira,Saksigopala Mandira,Saksigopalamandira,ଳ,mandira,Neutral,15,4,True,Complex
258,ଅଲରନାଥ ମନ୍ଦିର ଅଲରନାଥ,Alarnath of Alarnath Mandira,Alarnath Mandira,Alarnathmandira,ଥ,mandira,Neutral,7,4,True,Complex
259,ବଡମହାଦେବ ମନ୍ଦିର ବଡମହାଦେବ,Badamahadeva of Badamahadeva Mandira,Badamahadeva Mandira,Badamahadevamandira,ବ,mandira,Neutral,9,4,True,Complex
260,କପିଳାସ ମନ୍ଦିର କପିଳାସ,Kapilasa of Kapilasa Mandira,Kapilasa Mandira,Kapilasamandira,ସ,mandira,Neutral,9,4,True,Complex
261,ହରଚଣ୍ଡୀ ମନ୍ଦିର ହରଚଣ୍ଡୀ,Harachandi of Harachandi Mandira,Harachandi Mandira,Harachandimandira,ଡ,mandira,Neutral,7,4,True,Complex
262,ବିଜୟା ବଟ ବିଜୟା,Victory of Vijaya Bata,Vijaya Bata,Vijayabata,ଜୟ,bata,Neutral,5,4,True,Simple
263,କଦମ୍ବ ବଟ କଦମ୍ବ,Kadamba of Kadamba Bata,Kadamba Bata,Kadambabata,ବ,bata,Neutral,5,4,True,Simple
264,ବଟବୃକ୍ଷ ବଟ,Banyan of Bata Vriksha,Bata Vriksha,Batavriksha,ବଟ,vriksha,Neutral,4,4,True,Simple
265,କଳ୍ପବଟ କଳ୍ପ,Wish of Kalpabata,Kalpabata,Kalpabata,ପ,kalpabata,Positive,4,3,False,Simple
266,ବଇଠାକୁରାଣୀ ବଇଠା,Vaitha of Vaithakurani,Vaitha Kurani,Vaithakurani,ବଇଠ,vaithakurani,Neutral,5,3,True,Complex
267,ସରସ୍ୱତୀ ବଟ ସରସ୍ୱତୀ,Saraswati of Saraswati Bata,Saraswati Bata,Saraswatibata,ୱତ,bata,Neutral,5,4,True,Medium
268,ଲକ୍ଷ୍ମୀ ବଟ ଲକ୍ଷ୍ମୀ,Lakshmi of Lakshmi Bata,Lakshmi Bata,Lakshmibata,ମ,bata,Neutral,7,4,True,Simple
269,ସତ୍ୟବାଦୀ ସତ୍ୟ,Truth of Satyavadi,Satyavadi,Satyavadi,ୟ,satyavadi,Positive,5,3,False,Medium
270,ବକୁଳ ବଟ ବକୁଳ,Bakula of Bakula Bata,Bakula Bata,Bakulabata,ଳ,bata,Neutral,5,4,True,Simple
271,ଅଶୋକ ବଟ ଅଶୋକ,Ashoka of Ashoka Bata,Ashoka Bata,Ashokabata,କ,bata,Neutral,5,4,True,Simple
272,ଅର୍ଜୁନ ବଟ ଅର୍ଜୁନ,Arjuna of Arjuna Bata,Arjuna Bata,Arjunabata,ନ,bata,Neutral,7,4,True,Simple
273,ବନସ୍ପତି ବଟ ବନସ୍ପତି,Tree of Banaspati Bata,Banaspati Bata,Banaspatibata,ପତ,bata,Neutral,5,4,True,Simple
274,ପାରିଜାତ ବଟ ପାରିଜାତ,Parijata of Parijata Bata,Parijata Bata,Parijatabata,ତ,bata,Neutral,9,4,True,Medium
275,ହରିଦ୍ରା ବଟ ହରିଦ୍ରା,Turmeric of Haridra Bata,Haridra Bata,Haridrabata,ର,bata,Neutral,7,4,False,Medium
276,କୁସୁମ ବଟ କୁସୁମ,Flower of Kusuma Bata,Kusuma Bata,Kusumabata,ମ,bata,Neutral,7,4,False,Simple
277,ମାଳତୀ ବଟ ମାଳତୀ,Malati of Malati Bata,Malati Bata,Malatibata,ଳତ,bata,Neutral,5,4,True,Simple
278,ଚମ୍ପା ବଟ ଚମ୍ପା,Champa of Champa Bata,Champa Bata,Champabata,ପ,bata,Neutral,5,4,True,Simple
279,ଗୋଲାପ ବଟ ଗୋଲାପ,Rose of Golapa Bata,Golapa Bata,Golapabata,ପ,bata,Neutral,7,4,False,Simple
280,ଜାଇ ବଟ ଜାଇ,Jai of Jai Bata,Jai Bata,Jaibata,ଇ,bata,Neutral,5,4,True,Simple
281,ମୁଲ୍ଲା ବଟ ମୁଲ୍ଲା,Mulla of Mulla Bata,Mulla Bata,Mullabata,ଲ,bata,Neutral,7,4,True,Simple
282,ରାଜନିଗନ୍ଧା ବଟ ରାଜନିଗନ୍ଧା,Rajanigandha of Rajanigandha Bata,Rajanigandha Bata,Rajanigandhabata,ଧ,bata,Neutral,9,4,True,Complex
283,କରବୀର ବଟ କରବୀର,Karavira of Karavira Bata,Karavira Bata,Karavirabata,ର,bata,Neutral,5,4,True,Medium
284,ସେବତୀ ବଟ ସେବତୀ,Sevati of Sevati Bata,Sevati Bata,Sevatibata,ବତ,bata,Neutral,5,4,True,Simple
285,ଜୁହି ବଟ ଜୁହି,Juhi of Juhi Bata,Juhi Bata,Juhibata,ହ,bata,Neutral,5,4,True,Simple
286,ଗେନ୍ଧା ବଟ ଗେନ୍ଧା,Gandha of Gandha Bata,Gandha Bata,Gandhabata,ଧ,bata,Neutral,7,4,True,Simple
287,ସୁରଭି ବଟ ସୁରଭି,Fragrance of Surabhi Bata,Surabhi Bata,Surabhibata,ରଭ,bata,Neutral,5,4,False,Medium
288,ସୁଗନ୍ଧ ବଟ ସୁଗନ୍ଧ,Fragrance of Sugandha Bata,Sugandha Bata,Sugandhabata,ଧ,bata,Neutral,7,4,False,Medium
289,ପୁଷ୍ପ ବଟ ପୁଷ୍ପ,Flower of Pushpa Bata,Pushpa Bata,Pushpabata,ପ,bata,Neutral,7,4,False,Simple
290,ପଲ୍ଲବ ବଟ ପଲ୍ଲବ,Leaf of Pallava Bata,Pallava Bata,Pallavabata,ଲବ,bata,Neutral,5,4,False,Simple
291,ପ୍ରସୂନ ବଟ ପ୍ରସୂନ,Blossom of Prasuna Bata,Prasuna Bata,Prasunabata,ନ,bata,Neutral,7,4,True,Simple
292,କୁସୁମିତ ବଟ କୁସୁମିତ,Flowered of Kusumita Bata,Kusumita Bata,Kusumitabata,ତ,bata,Neutral,9,4,False,Medium
293,ସୁମନ ବଟ ସୁମନ,Good mind of Suman Bata,Suman Bata,Sumanbata,ମନ,bata,Positive,5,5,False,Medium
294,ପୁଷ୍ପିତ ବଟ ପୁଷ୍ପିତ,Flowered of Pushpita Bata,Pushpita Bata,Pushpitabata,ତ,bata,Neutral,9,4,False,Medium
295,ଫୁଲବାଣୀ ବଟ ଫୁଲବାଣୀ,Flower speech of Phulabani Bata,Phulabani Bata,Phulabanibata,ଣ,bata,Neutral,7,5,False,Medium
296,ପୁଷ୍ପରାଜ ବଟ ପୁଷ୍ପରାଜ,Flower king of Pushparaja Bata,Pushparaja Bata,Pushparajabata,ଜ,bata,Neutral,9,5,False,Medium
297,ପୁଷ୍ପେଶ୍ୱର ବଟ ପୁଷ୍ପେଶ୍ୱର,Flower god of Pushpeswara Bata,Pushpeswara Bata,Pushpeswarabata,ୱର,bata,Positive,11,5,False,Medium
298,ପୁଷ୍ପହାର ବଟ ପୁଷ୍ପହାର,Flower garland of Pushpahara Bata,Pushpahara Bata,Pushpaharabata,ର,bata,Neutral,9,5,False,Medium
299,ଫୁଲଚୂନ ବଟ ଫୁଲଚୂନ,Flower powder of Phulachuna Bata,Phulachuna Bata,Phulachunabata,ନ,bata,Neutral,7,5,True,Medium
300,ପୁଷ୍ପଚନ୍ଦନ ବଟ ପୁଷ୍ପଚନ୍ଦନ,Flower sandal of Pushpachandana Bata,Pushpachandana Bata,Pushpachandanabata,ଦନ,bata,Neutral,9,5,False,Complex
301,ପୁଷ୍ପସାର ବଟ ପୁଷ୍ପସାର,Flower essence of Pushpasara Bata,Pushpasara Bata,Pushpasarabata,ର,bata,Neutral,9,5,False,Medium
302,ଫୁଲସୁଆଦ ବଟ ଫୁଲସୁଆଦ,Flower taste of Phulasuada Bata,Phulasuada Bata,Phulasuadabata,ଆଦ,bata,Neutral,7,5,False,Medium
303,ପୁଷ୍ପରସ ବଟ ପୁଷ୍ପରସ,Flower juice of Pushparasa Bata,Pushparasa Bata,Pushparasabata,ପରସ,bata,Neutral,7,5,False,Medium
304,ଫୁଲମଣି ବଟ ଫୁଲମଣି,Flower jewel of Phulamani Bata,Phulamani Bata,Phulmanibata,ଲମଣ,bata,Positive,5,5,False,Medium
305,ଫୁଲକଣା ବଟ ଫୁଲକଣା,Flower particle of Phulakana Bata,Phulakana Bata,Phulakanabata,ଲକଣ,bata,Neutral,5,5,True,Medium
306,ପୁଷ୍ପବୟନ ବଟ ପୁଷ୍ପବୟନ,Flower weaving of Pushpabayana Bata,Pushpabayana Bata,Pushpabayanabata,ପବୟନ,bata,Neutral,7,5,False,Complex
307,ପୁଷ୍ପସଜ୍ଜା ବଟ ପୁଷ୍ପସଜ୍ଜା,Flower decoration of Pushpasajja Bata,Pushpasajja Bata,Pushpasajjabata,ଜ,bata,Neutral,9,5,False,Complex
308,ପୁଷ୍ପବେଣୀ ବଟ ପୁଷ୍ପବେଣୀ,Flower braid of Pushpabeni Bata,Pushpabeni Bata,Pushpabenibata,ଣ,bata,Neutral,9,5,True,Medium
309,ପୁଷ୍ପଶୟ୍ୟା ବଟ ପୁଷ୍ପଶୟ୍ୟା,Flower bed of Pushpasayya Bata,Pushpasayya Bata,Pushpasayyabata,ୟ,bata,Neutral,9,5,True,Medium
