element_id,odia_element,english_equivalent,element_type,poetic_context,usage_example_odia,usage_example_english,complexity_level
145,ତେଇଶ,twenty-three,numerical,Divine timing,ତେଇଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-three flowers in the garden,basic
146,ଚବିଶ,twenty-four,numerical,"Hours, time cycle",ଚବିଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-four flowers in the garden,basic
147,ପଚିଶ,twenty-five,numerical,Silver jubilee,ପଚିଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-five flowers in the garden,basic
148,ଛବିଶ,twenty-six,numerical,Alphabet completeness,ଛବିଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-six flowers in the garden,basic
149,ସତାଇଶ,twenty-seven,numerical,Nakshatras count,ସତାଇଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-seven flowers in the garden,basic
150,ଅଠାଇଶ,twenty-eight,numerical,Lunar mansions,ଅଠାଇଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-eight flowers in the garden,basic
151,ଅଣତିରିଶ,twenty-nine,numerical,Lunar month,ଅଣତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,twenty-nine flowers in the garden,basic
152,ତିରିଶ,thirty,numerical,Month duration,ତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty flowers in the garden,basic
153,ଏକତିରିଶ,thirty-one,numerical,Full month,ଏକତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-one flowers in the garden,basic
154,ବତିଶ,thirty-two,numerical,Divine qualities,ବତିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-two flowers in the garden,basic
155,ତେତିଶ,thirty-three,numerical,Divine beings,ତେତିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-three flowers in the garden,basic
156,ଚଉତିରିଶ,thirty-four,numerical,Vedic concepts,ଚଉତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-four flowers in the garden,basic
157,ପଞ୍ଚତିରିଶ,thirty-five,numerical,Significant age,ପଞ୍ଚତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-five flowers in the garden,basic
158,ଛତିଶ,thirty-six,numerical,Tattvas count,ଛତିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-six flowers in the garden,basic
159,ସଂଇତିରିଶ,thirty-seven,numerical,Body temperature,ସଂଇତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-seven flowers in the garden,basic
160,ଅଠତିରିଶ,thirty-eight,numerical,Special number,ଅଠତିରିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-eight flowers in the garden,basic
161,ଅଣଚାଳିଶ,thirty-nine,numerical,Pre-forty significance,ଅଣଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,thirty-nine flowers in the garden,basic
162,ଚାଳିଶ,forty,numerical,Testing period,ଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty flowers in the garden,basic
163,ଏକଚାଳିଶ,forty-one,numerical,Post-maturity,ଏକଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-one flowers in the garden,basic
164,ବୟାଳିଶ,forty-two,numerical,Life's peak,ବୟାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-two flowers in the garden,basic
165,ତେୟାଳିଶ,forty-three,numerical,Experience years,ତେୟାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-three flowers in the garden,basic
166,ଚଉରାଳିଶ,forty-four,numerical,Stable age,ଚଉରାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-four flowers in the garden,basic
167,ପଞ୍ଚଚାଳିଶ,forty-five,numerical,Mid-life,ପଞ୍ଚଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-five flowers in the garden,basic
168,ଛୟାଳିଶ,forty-six,numerical,Wisdom years,ଛୟାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-six flowers in the garden,basic
169,ସଂଚାଳିଶ,forty-seven,numerical,Accomplishment age,ସଂଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-seven flowers in the garden,basic
170,ଅଠଚାଳିଶ,forty-eight,numerical,Full development,ଅଠଚାଳିଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-eight flowers in the garden,basic
171,ଅଣଚାଶ,forty-nine,numerical,Pre-golden years,ଅଣଚାଶ ଟି ଫୁଲ ବଗିଚାରେ,forty-nine flowers in the garden,basic
172,ପଚାଶ,fifty,numerical,Golden age beginning,ପଚାଶ ଟି ଫୁଲ ବଗିଚାରେ,fifty flowers in the garden,basic
173,ଏକାବନ,fifty-one,numerical,Mature wisdom,ଏକାବନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-one flowers in the garden,basic
174,ବାଉନ,fifty-two,numerical,Weeks in year,ବାଉନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-two flowers in the garden,basic
175,ତେପନ,fifty-three,numerical,Spiritual significance,ତେପନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-three flowers in the garden,basic
176,ଚଉବନ,fifty-four,numerical,Playing cards count,ଚଉବନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-four flowers in the garden,basic
177,ପଞ୍ଚାବନ,fifty-five,numerical,Special sequence,ପଞ୍ଚାବନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-five flowers in the garden,basic
178,ଛପନ,fifty-six,numerical,Artistic significance,ଛପନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-six flowers in the garden,basic
179,ସତ୍ତାବନ,fifty-seven,numerical,Prime number beauty,ସତ୍ତାବନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-seven flowers in the garden,basic
180,ଅଠାବନ,fifty-eight,numerical,Harmonic number,ଅଠାବନ ଟି ଫୁଲ ବଗିଚାରେ,fifty-eight flowers in the garden,basic
181,ଅଣଷଠି,fifty-nine,numerical,Pre-sixty transition,ଅଣଷଠି ଟି ଫୁଲ ବଗିଚାରେ,fifty-nine flowers in the garden,basic
182,ଷାଠିଏ,sixty,numerical,Cycle completion,ଷାଠିଏ ଟି ଫୁଲ ବଗିଚାରେ,sixty flowers in the garden,basic
183,ଏକଷଠି,sixty-one,numerical,New cycle beginning,ଏକଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-one flowers in the garden,basic
184,ବାଷଠି,sixty-two,numerical,Time measurement,ବାଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-two flowers in the garden,basic
185,ତେଷଠି,sixty-three,numerical,Divine age,ତେଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-three flowers in the garden,basic
186,ଚଉଷଠି,sixty-four,numerical,"Arts, chess squares",ଚଉଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-four flowers in the garden,basic
187,ପଞ୍ଚଷଠି,sixty-five,numerical,Retirement age,ପଞ୍ଚଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-five flowers in the garden,basic
188,ଛଅଷଠି,sixty-six,numerical,Harmonic number,ଛଅଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-six flowers in the garden,basic
189,ସତଷଠି,sixty-seven,numerical,Prime wisdom,ସତଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-seven flowers in the garden,basic
190,ଅଠଷଠି,sixty-eight,numerical,Balance number,ଅଠଷଠି ଟି ଫୁଲ ବଗିଚାରେ,sixty-eight flowers in the garden,basic
191,ଅଣସ୍ତରି,sixty-nine,numerical,Yin-yang balance,ଅଣସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,sixty-nine flowers in the garden,basic
192,ସତୁରି,seventy,numerical,Biblical significance,ସତୁରି ଟି ଫୁଲ ବଗିଚାରେ,seventy flowers in the garden,basic
193,ଏକସ୍ତରି,seventy-one,numerical,Aged wisdom,ଏକସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-one flowers in the garden,basic
194,ବାସ୍ତରି,seventy-two,numerical,Divine names,ବାସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-two flowers in the garden,basic
195,ତେସ୍ତରି,seventy-three,numerical,Perfect age,ତେସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-three flowers in the garden,basic
196,ଚଉସ୍ତରି,seventy-four,numerical,Longevity,ଚଉସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-four flowers in the garden,basic
197,ପଞ୍ଚସ୍ତରି,seventy-five,numerical,Diamond years,ପଞ୍ଚସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-five flowers in the garden,basic
198,ଛଅସ୍ତରି,seventy-six,numerical,Trombone years,ଛଅସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-six flowers in the garden,basic
199,ସତସ୍ତରି,seventy-seven,numerical,Double perfection,ସତସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-seven flowers in the garden,basic
200,ଅଠସ୍ତରି,seventy-eight,numerical,Tarot significance,ଅଠସ୍ତରି ଟି ଫୁଲ ବଗିଚାରେ,seventy-eight flowers in the garden,basic
201,ଅଣଅଶୀ,seventy-nine,numerical,Pre-eighty,ଅଣଅଶୀ ଟି ଫୁଲ ବଗିଚାରେ,seventy-nine flowers in the garden,basic
202,ଅଶୀ,eighty,numerical,Moksha age,ଅଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty flowers in the garden,basic
203,ଏକାଶୀ,eighty-one,numerical,Square of nine,ଏକାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-one flowers in the garden,basic
204,ବୟାଶୀ,eighty-two,numerical,Aged grace,ବୟାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-two flowers in the garden,basic
205,ତେୟାଶୀ,eighty-three,numerical,Golden wisdom,ତେୟାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-three flowers in the garden,basic
206,ଚଉରାଶୀ,eighty-four,numerical,Yoga significance,ଚଉରାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-four flowers in the garden,basic
207,ପଞ୍ଚାଶୀ,eighty-five,numerical,Veteran age,ପଞ୍ଚାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-five flowers in the garden,basic
208,ଛୟାଶୀ,eighty-six,numerical,Long life,ଛୟାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-six flowers in the garden,basic
209,ସତାଶୀ,eighty-seven,numerical,Grand age,ସତାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-seven flowers in the garden,basic
210,ଅଠାଶୀ,eighty-eight,numerical,Double infinity,ଅଠାଶୀ ଟି ଫୁଲ ବଗିଚାରେ,eighty-eight flowers in the garden,basic
211,ଅଣନବ୍ବେ,eighty-nine,numerical,Pre-ninety,ଅଣନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,eighty-nine flowers in the garden,basic
212,ନବ୍ବେ,ninety,numerical,Respect age,ନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety flowers in the garden,basic
213,ଏକାନବ୍ବେ,ninety-one,numerical,Prime wisdom,ଏକାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-one flowers in the garden,basic
214,ବାନବ୍ବେ,ninety-two,numerical,Century approaching,ବାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-two flowers in the garden,basic
215,ତେରାନବ୍ବେ,ninety-three,numerical,Spiritual master age,ତେରାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-three flowers in the garden,basic
216,ଚଉରାନବ୍ବେ,ninety-four,numerical,Centenarian approaching,ଚଉରାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-four flowers in the garden,basic
217,ପଞ୍ଚାନବ୍ବେ,ninety-five,numerical,Living history,ପଞ୍ଚାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-five flowers in the garden,basic
218,ଛଅନବ୍ବେ,ninety-six,numerical,Heritage age,ଛଅନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-six flowers in the garden,basic
219,ସତାନବ୍ବେ,ninety-seven,numerical,Ancient wisdom,ସତାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-seven flowers in the garden,basic
220,ଅଠାନବ୍ବେ,ninety-eight,numerical,Near century,ଅଠାନବ୍ବେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-eight flowers in the garden,basic
221,ଅଣଶହେ,ninety-nine,numerical,Almost hundred,ଅଣଶହେ ଟି ଫୁଲ ବଗିଚାରେ,ninety-nine flowers in the garden,basic
222,ଶହେ,hundred,numerical,"Century, perfection",ଶହେ ଟି ଫୁଲ ବଗିଚାରେ,hundred flowers in the garden,basic
223,ଦୁଇଶହେ,two hundred,numerical,Double completeness,ଦୁଇଶହେ ଟି ଫୁଲ ବଗିଚାରେ,two hundred flowers in the garden,basic
224,ପାଞ୍ଚଶହେ,five hundred,numerical,Grand scale,ପାଞ୍ଚଶହେ ଟି ଫୁଲ ବଗିଚାରେ,five hundred flowers in the garden,basic
225,ହଜାର,thousand,numerical,"Millennium, vastness",ହଜାର ଟି ଫୁଲ ବଗିଚାରେ,thousand flowers in the garden,basic
226,ଲକ୍ଷ,hundred thousand,numerical,"Abundance, prosperity",ଲକ୍ଷ ଟି ଫୁଲ ବଗିଚାରେ,hundred thousand flowers in the garden,basic
227,କୋଟି,ten million,numerical,"Infinity, divine scale",କୋଟି ଟି ଫୁଲ ବଗିଚାରେ,ten million flowers in the garden,basic
228,ଅର୍ବୁଦ,billion,numerical,"Cosmic scale, infinity",ଅର୍ବୁଦ ଟି ଫୁଲ ବଗିଚାରେ,billion flowers in the garden,basic
229,ଶୂନ୍ୟ,zero,numerical,"Emptiness, potential, void",ଶୂନ୍ୟ ଟି ଫୁଲ ବଗିଚାରେ,zero flowers in the garden,basic
230,ଚନ୍ଦ୍ର,moon,vocabulary,"Romance, beauty, night",ଚନ୍ଦ୍ର ର ମଧୁର କିରଣ,Sweet rays of the moon,advanced
231,ସୂର୍ଯ୍ୟ,sun,vocabulary,"Power, day, energy",ସୂର୍ଯ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the sun,advanced
232,ତାରା,star,vocabulary,"Hope, guidance, dreams",ତାରା ର ମଧୁର କିରଣ,Sweet rays of the star,advanced
233,ମେଘ,cloud,vocabulary,"Rain, emotion, change",ମେଘ ର ମଧୁର କିରଣ,Sweet rays of the cloud,advanced
234,ବିଜୁଳି,lightning,vocabulary,"Suddenness, power",ବିଜୁଳି ର ମଧୁର କିରଣ,Sweet rays of the lightning,advanced
235,ବର୍ଷା,rain,vocabulary,"Romance, cleansing, life",ବର୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the rain,advanced
236,ପବନ,wind,vocabulary,"Freedom, movement, spirit",ପବନ ର ମଧୁର କିରଣ,Sweet rays of the wind,advanced
237,ନଦୀ,river,vocabulary,"Flow of life, journey",ନଦୀ ର ମଧୁର କିରଣ,Sweet rays of the river,advanced
238,ସମୁଦ୍ର,ocean,vocabulary,"Vastness, depth, mystery",ସମୁଦ୍ର ର ମଧୁର କିରଣ,Sweet rays of the ocean,advanced
239,ପର୍ବତ,mountain,vocabulary,"Stability, challenge, height",ପର୍ବତ ର ମଧୁର କିରଣ,Sweet rays of the mountain,advanced
240,ଆକାଶ,sky,vocabulary,"Vastness, infinity, dreams",ଆକାଶ ର ମଧୁର କିରଣ,Sweet rays of the sky,advanced
241,ପୃଥିବୀ,earth,vocabulary,"Mother, foundation, life",ପୃଥିବୀ ର ମଧୁର କିରଣ,Sweet rays of the earth,advanced
242,ଅଗ୍ନି,fire,vocabulary,"Passion, transformation, energy",ଅଗ୍ନି ର ମଧୁର କିରଣ,Sweet rays of the fire,advanced
243,ଜଳ,water,vocabulary,"Purity, life, fluidity",ଜଳ ର ମଧୁର କିରଣ,Sweet rays of the water,advanced
244,ବାୟୁ,air,vocabulary,"Breath, life force, freedom",ବାୟୁ ର ମଧୁର କିରଣ,Sweet rays of the air,advanced
245,ପାହାଡ଼,hill,vocabulary,"Journey, ascent, perspective",ପାହାଡ଼ ର ମଧୁର କିରଣ,Sweet rays of the hill,advanced
246,ଉପତ୍ୟକା,valley,vocabulary,"Shelter, depth, mystery",ଉପତ୍ୟକା ର ମଧୁର କିରଣ,Sweet rays of the valley,advanced
247,ଜଙ୍ଗଲ,forest,vocabulary,"Wilderness, mystery, life",ଜଙ୍ଗଲ ର ମଧୁର କିରଣ,Sweet rays of the forest,advanced
248,ବୃକ୍ଷ,tree,vocabulary,"Wisdom, strength, shelter",ବୃକ୍ଷ ର ମଧୁର କିରଣ,Sweet rays of the tree,advanced
249,ଫୁଲ,flower,vocabulary,"Beauty, fragility, joy",ଫୁଲ ର ମଧୁର କିରଣ,Sweet rays of the flower,advanced
250,ପତ୍ର,leaf,vocabulary,"Transformation, cycle, nature",ପତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the leaf,advanced
251,ଶାଖା,branch,vocabulary,"Extension, growth, support",ଶାଖା ର ମଧୁର କିରଣ,Sweet rays of the branch,advanced
252,ମୂଳ,root,vocabulary,"Origin, foundation, depth",ମୂଳ ର ମଧୁର କିରଣ,Sweet rays of the root,advanced
253,ବୀଜ,seed,vocabulary,"Potential, beginning, promise",ବୀଜ ର ମଧୁର କିରଣ,Sweet rays of the seed,advanced
254,କଳି,bud,vocabulary,"Hope, youth, potential",କଳି ର ମଧୁର କିରଣ,Sweet rays of the bud,advanced
255,କାନ୍ତା,thorn,vocabulary,"Protection, pain, defense",କାନ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the thorn,advanced
256,ଫଳ,fruit,vocabulary,"Reward, abundance, sweetness",ଫଳ ର ମଧୁର କିରଣ,Sweet rays of the fruit,advanced
257,ବିହାନ,dawn,vocabulary,"New beginning, hope, awakening",ବିହାନ ର ମଧୁର କିରଣ,Sweet rays of the dawn,advanced
258,ସନ୍ଧ୍ୟା,dusk,vocabulary,"Transition, reflection, peace",ସନ୍ଧ୍ୟା ର ମଧୁର କିରଣ,Sweet rays of the dusk,advanced
259,ରାତ୍ରି,night,vocabulary,"Mystery, rest, introspection",ରାତ୍ରି ର ମଧୁର କିରଣ,Sweet rays of the night,advanced
260,ଦିନ,day,vocabulary,"Activity, clarity, life",ଦିନ ର ମଧୁର କିରଣ,Sweet rays of the day,advanced
261,କିରଣ,ray,vocabulary,"Light, hope, guidance",କିରଣ ର ମଧୁର କିରଣ,Sweet rays of the ray,advanced
262,ଛାୟା,shadow,vocabulary,"Mystery, protection, duality",ଛାୟା ର ମଧୁର କିରଣ,Sweet rays of the shadow,advanced
263,ଆଲୋକ,light,vocabulary,"Knowledge, divinity, clarity",ଆଲୋକ ର ମଧୁର କିରଣ,Sweet rays of the light,advanced
264,ଅନ୍ଧକାର,darkness,vocabulary,"Mystery, fear, unknown",ଅନ୍ଧକାର ର ମଧୁର କିରଣ,Sweet rays of the darkness,advanced
265,ବାଦଲ,clouds,vocabulary,"Change, emotion, dreams",ବାଦଲ ର ମଧୁର କିରଣ,Sweet rays of the clouds,advanced
266,ବଜ୍ର,thunder,vocabulary,"Power, warning, divine voice",ବଜ୍ର ର ମଧୁର କିରଣ,Sweet rays of the thunder,advanced
267,ଝଡ଼,storm,vocabulary,"Turmoil, cleansing, power",ଝଡ଼ ର ମଧୁର କିରଣ,Sweet rays of the storm,advanced
