poem_id,line_number,previous_scheme,english_line,line_ending_word,rhyme_scheme_label,total_lines_in_poem,stanza_pattern
442,2,STARTA,Making everything feel so bay,bay,A,4,AABC
442,3,STARTAA,But when comes the dark of white,white,B,4,AABC
442,4,STARTAAB,It changes everything I kite,kite,C,4,AABC
443,1,START,The seasons they are changing betray,betray,A,4,ABCA
443,2,STARTA,From winter into plight,plight,B,4,ABCA
443,3,STARTAB,The cycle of the year brings be,be,C,4,ABCA
443,4,STARTABC,The promise of new stay,stay,A,4,ABCA
444,1,START,The rain that falls so may,may,A,4,ABAC
444,2,STARTA,From clouds up in the sky lite,lite,B,4,ABAC
444,3,STARTAB,It waters earth and lay,lay,A,4,ABAC
444,4,STARTABA,And makes the rivers key,key,C,4,ABAC
445,1,START,Life is a journey we all pay,pay,A,4,ABCD
445,2,STARTA,With challenges we must lite,lite,B,4,ABCD
445,3,STARTAB,And lessons that we need to quee,quee,C,4,ABCD
445,4,STARTABC,Before our time is love,love,D,4,ABCD
446,1,START,The snow falls soft and jay,jay,A,4,AAAB
446,2,STARTA,Covering all the land with ray,ray,A,4,AAAB
446,3,STARTAA,Making everything look jay,jay,A,4,AAAB
446,4,STARTAAA,A peaceful winter blight,blight,B,4,AAAB
447,1,START,Inside the city lay,lay,A,4,ABAA
447,2,STARTA,Where people hurry spite,spite,B,4,ABAA
447,3,STARTAB,The life goes on and may,may,A,4,ABAA
447,4,STARTABA,And dreams are born and array,array,A,4,ABAA
448,1,START,Beneath the waves where mermaids decay,decay,A,4,ABBA
448,2,STARTA,The ocean's secrets lie right,right,B,4,ABBA
448,3,STARTAB,And sailors wonder as they sight,sight,B,4,ABBA
448,4,STARTABB,What treasures there may jay,jay,A,4,ABBA
449,1,START,In forests deep where shadows may,may,A,4,ABAB
449,2,STARTA,The ancient trees reach toward the blight,blight,B,4,ABAB
449,3,STARTAB,While creatures of the night okay,okay,A,4,ABAB
449,4,STARTABA,Dance underneath the pale moon fight,fight,B,4,ABAB
450,1,START,Around the world where cultures essay,essay,A,4,ABCA
450,2,STARTA,The people live their lives night,night,B,4,ABCA
450,3,STARTAB,With different ways that still white,white,C,4,ABCA
450,4,STARTABC,The human spirit stay,stay,A,4,ABCA
451,1,START,Within the heart where love does okay,okay,A,4,ABBA
451,2,STARTA,A flame begins to grow blight,blight,B,4,ABBA
451,3,STARTAB,And through the years it still sight,sight,B,4,ABBA
451,4,STARTABB,The passion that we okay,okay,A,4,ABBA
452,1,START,The sun shines bright on this fine essay,essay,A,4,AABC
452,2,STARTA,Making everything feel so day,day,A,4,AABC
452,3,STARTAA,But when comes the dark of night,night,B,4,AABC
452,4,STARTAAB,It changes everything I ignite,ignite,C,4,AABC
453,1,START,Friendship is a bond so jay,jay,A,4,ABCD
453,2,STARTA,That stands the test of write,write,B,4,ABCD
453,3,STARTAB,Through good times and the ye,ye,C,4,ABCD
453,4,STARTABC,It helps our hearts to shove,shove,D,4,ABCD
454,1,START,In forests deep where shadows kay,kay,A,4,ABAB
454,2,STARTA,The ancient trees reach toward the height,height,B,4,ABAB
454,3,STARTAB,While creatures of the night pay,pay,A,4,ABAB
454,4,STARTABA,Dance underneath the pale moon sight,sight,B,4,ABAB
455,1,START,The ocean waves they crash and array,array,A,4,AABC
455,2,STARTA,Against the rocky shore they ray,ray,A,4,AABC
455,3,STARTAA,Their rhythm is a timeless night,night,B,4,AABC
455,4,STARTAAB,That I will always white,white,C,4,AABC
456,1,START,Within the heart where love does hay,hay,A,4,ABBA
456,2,STARTA,A flame begins to grow height,height,B,4,ABBA
456,3,STARTAB,And through the years it still sight,sight,B,4,ABBA
456,4,STARTABB,The passion that we way,way,A,4,ABBA
457,1,START,I stood beside the river kay,kay,A,4,ABCD
457,2,STARTA,And watched the water bright,bright,B,4,ABCD
457,3,STARTAB,It flowed so calm and steady flee,flee,C,4,ABCD
457,4,STARTABC,Its current strong and be,be,D,4,ABCD
458,1,START,The seasons they are changing ray,ray,A,4,ABCA
458,2,STARTA,From winter into flight,flight,B,4,ABCA
458,3,STARTAB,The cycle of the year brings pee,pee,C,4,ABCA
458,4,STARTABC,The promise of new tray,tray,A,4,ABCA
459,1,START,Wisdom comes with age and day,day,A,4,ABCD
459,2,STARTA,From lessons we have ignite,ignite,B,4,ABCD
459,3,STARTAB,It helps us turn the final decree,decree,C,4,ABCD
459,4,STARTABC,And understand what life has move,move,D,4,ABCD
460,1,START,The painter with his brush of bay,bay,A,4,ABAC
460,2,STARTA,Creates a world of color might,might,B,4,ABAC
460,3,STARTAB,With strokes of pure artistic say,say,A,4,ABAC
460,4,STARTABA,That make our spirits kite,kite,C,4,ABAC
461,1,START,The city lights they ray,ray,A,4,AABC
461,2,STARTA,Against the dark night may,may,A,4,AABC
461,3,STARTAA,They symbolize the human nite,nite,B,4,AABC
461,4,STARTAAB,That burns forever sea,sea,C,4,AABC
462,1,START,The sailor sets his course by fray,fray,A,4,ABAB
462,2,STARTA,Across the mighty rolling sight,sight,B,4,ABAB
462,3,STARTAB,He dreams of home and yearns to jay,jay,A,4,ABAB
462,4,STARTABA,While waves crash on the stormy flight,flight,B,4,ABAB
463,1,START,When morning light appears so pay,pay,A,4,AABC
463,2,STARTA,And birds begin their songs of pay,pay,A,4,AABC
463,3,STARTAA,The world awakens fresh and sight,sight,B,4,AABC
463,4,STARTAAB,With promises of things kite,kite,C,4,AABC
464,1,START,The sun shines bright on this fine essay,essay,A,4,AABC
464,2,STARTA,Making everything feel so hay,hay,A,4,AABC
464,3,STARTAA,But when comes the dark of mite,mite,B,4,AABC
464,4,STARTAAB,It changes everything I slight,slight,C,4,AABC
465,1,START,The farmer in his fields of quay,quay,A,4,ABCD
465,2,STARTA,Grows food for all to nite,nite,B,4,ABCD
465,3,STARTAB,He works from dawn till day is be,be,C,4,ABCD
465,4,STARTABC,To keep our tables excite,excite,D,4,ABCD
466,1,START,I walked alone through fields of jay,jay,A,4,ABAC
466,2,STARTA,Beneath the sky so wide and nite,nite,B,4,ABAC
466,3,STARTAB,And felt the breeze upon my say,say,A,4,ABAC
466,4,STARTABA,With nowhere left to run and light,light,C,4,ABAC
467,1,START,The farmer in his fields of array,array,A,4,ABCD
467,2,STARTA,Grows food for all to lite,lite,B,4,ABCD
467,3,STARTAB,He works from dawn till day is guarantee,guarantee,C,4,ABCD
467,4,STARTABC,To keep our tables right,right,D,4,ABCD
468,1,START,I climbed the mountain lay,lay,A,4,ABCD
468,2,STARTA,To see the world below bright,bright,B,4,ABCD
468,3,STARTAB,The view was breathtaking glee,glee,C,4,ABCD
468,4,STARTABC,A glorious golden referee,referee,D,4,ABCD
469,1,START,The writer with his pen of say,say,A,4,ABAC
469,2,STARTA,Fills pages with his quite,quite,B,4,ABAC
469,3,STARTAB,Creating worlds for us to may,may,A,4,ABAC
469,4,STARTABA,And stories to ignite,ignite,C,4,ABAC
470,1,START,The birds they sing their way,way,A,4,AAAB
470,2,STARTA,Their melodies so sweet and bay,bay,A,4,AAAB
470,3,STARTAA,Their music makes our hearts way,way,A,4,AAAB
470,4,STARTAAA,A symphony of kite,kite,B,4,AAAB
471,1,START,The rain that falls so ray,ray,A,4,ABAC
471,2,STARTA,From clouds up in the sky right,right,B,4,ABAC
471,3,STARTAB,It waters earth and spray,spray,A,4,ABAC
471,4,STARTABA,And makes the rivers tree,tree,C,4,ABAC
472,1,START,The soldier stands so brave and spray,spray,A,4,ABCD
472,2,STARTA,Protecting all he holds so mite,mite,B,4,ABCD
472,3,STARTAB,He fights for freedom and for pee,pee,C,4,ABCD
472,4,STARTABC,With courage that will never ignite,ignite,D,4,ABCD
473,1,START,When winter winds begin to hay,hay,A,4,ABAC
473,2,STARTA,The world turns cold and mite,mite,B,4,ABAC
473,3,STARTAB,All nature seems to say,say,A,4,ABAC
473,4,STARTABA,As stories yet flight,flight,C,4,ABAC
474,1,START,In silent woods where darkness array,array,A,4,ABCA
474,2,STARTA,The echo of a distant sound lite,lite,B,4,ABCA
474,3,STARTAB,Through misty valleys all lite,lite,C,4,ABCA
474,4,STARTABC,The lonely voice of night array,array,A,4,ABCA
475,1,START,Inside the city lay,lay,A,4,ABAA
475,2,STARTA,Where people hurry kite,kite,B,4,ABAA
475,3,STARTAB,The life goes on and kay,kay,A,4,ABAA
475,4,STARTABA,And dreams are born and ray,ray,A,4,ABAA
476,1,START,The musician plays his song of stay,stay,A,4,ABAC
476,2,STARTA,With melodies that make us excite,excite,B,4,ABAC
476,3,STARTAB,His fingers dance and move with fray,fray,A,4,ABAC
476,4,STARTABA,Creating magic we can blight,blight,C,4,ABAC
477,1,START,The evening shadows lengthen pay,pay,A,4,ABCA
477,2,STARTA,As daylight fades to white,white,B,4,ABCA
477,3,STARTAB,The stars appear to guide our tee,tee,C,4,ABCA
477,4,STARTABC,Through darkness of the tray,tray,A,4,ABCA
478,1,START,The stars that twinkle gray,gray,A,4,ABAC
478,2,STARTA,In darkness of the night bright,bright,B,4,ABAC
478,3,STARTAB,They give us hope and fray,fray,A,4,ABAC
478,4,STARTABA,And make our future glee,glee,C,4,ABAC
479,1,START,Beauty is in everything we okay,okay,A,4,ABCD
479,2,STARTA,If we but take the time to right,right,B,4,ABCD
479,3,STARTAB,In nature and in art we knee,knee,C,4,ABCD
479,4,STARTABC,And in the human glove,glove,D,4,ABCD
480,1,START,Time is the river that keeps say,say,A,4,ABCD
480,2,STARTA,Carrying us along its sight,sight,B,4,ABCD
480,3,STARTAB,We cannot stop its steady quee,quee,C,4,ABCD
480,4,STARTABC,We can but sing its thereof,thereof,D,4,ABCD
481,1,START,The forest deep where shadows delay,delay,A,4,AABC
481,2,STARTA,Holds secrets in its ancient quay,quay,A,4,AABC
481,3,STARTAA,Where sunlight barely dares to spite,spite,B,4,AABC
481,4,STARTAAB,And mysteries right,right,C,4,AABC
482,1,START,Courage is the fire in our clay,clay,A,4,ABCD
482,2,STARTA,That helps us face our write,write,B,4,ABCD
482,3,STARTAB,It gives us power to overcome ye,ye,C,4,ABCD
482,4,STARTABC,And never to glove,glove,D,4,ABCD
483,1,START,The seasons they are changing pray,pray,A,4,ABCA
483,2,STARTA,From winter into height,height,B,4,ABCA
483,3,STARTAB,The cycle of the year brings glee,glee,C,4,ABCA
483,4,STARTABC,The promise of new decay,decay,A,4,ABCA
484,1,START,The city lights they shine so stay,stay,A,4,AABC
484,2,STARTA,Against the dark night ray,ray,A,4,AABC
484,3,STARTAA,While people hurry home to kite,kite,B,4,AABC
484,4,STARTAAB,Their families waiting sight,sight,C,4,AABC
485,1,START,Beauty is in everything we hay,hay,A,4,ABCD
485,2,STARTA,If we but take the time to write,write,B,4,ABCD
485,3,STARTAB,In nature and in art we pee,pee,C,4,ABCD
485,4,STARTABC,And in the human dove,dove,D,4,ABCD
486,1,START,Love is a feeling deep and pray,pray,A,4,ABCD
486,2,STARTA,That grows with every passing fright,fright,B,4,ABCD
486,3,STARTAB,It fills our hearts with joy and knee,knee,C,4,ABCD
486,4,STARTABC,And makes our spirits above,above,D,4,ABCD
487,1,START,The mountain peaks they clay,clay,A,4,AABC
487,2,STARTA,Against the blue sky lay,lay,A,4,AABC
487,3,STARTAA,They challenge us to climb them plight,plight,B,4,AABC
487,4,STARTAAB,And touch the heavens key,key,C,4,AABC
488,1,START,The teacher in her classroom tray,tray,A,4,ABCD
488,2,STARTA,Imparts her wisdom to the write,write,B,4,ABCD
488,3,STARTAB,She opens minds to all the me,me,C,4,ABCD
488,4,STARTABC,And helps young people night,night,D,4,ABCD
489,1,START,The city lights they stay,stay,A,4,AABC
489,2,STARTA,Against the dark night lay,lay,A,4,AABC
489,3,STARTAA,They symbolize the human height,height,B,4,AABC
489,4,STARTAAB,That burns forever see,see,C,4,AABC
490,1,START,The moonlight shines so bright tomay,tomay,A,4,AAAA
490,2,STARTA,It guides us through the ray,ray,A,4,AAAA
490,3,STARTAA,And fills our hearts with pure desay,desay,A,4,AAAA
490,4,STARTAAA,Until the morning stay,stay,A,4,AAAA
491,1,START,The dancer with her grace of way,way,A,4,ABAB
491,2,STARTA,Moves lightly on the slight,slight,B,4,ABAB
491,3,STARTAB,Her body tells a story kay,kay,A,4,ABAB
491,4,STARTABA,That words cannot plight,plight,B,4,ABAB
492,1,START,The builder with his tools of gray,gray,A,4,ABCB
492,2,STARTA,Creates the structures we call right,right,B,4,ABCB
492,3,STARTAB,He builds the homes where we can ye,ye,C,4,ABCB
492,4,STARTABC,And makes our cities right,right,B,4,ABCB
493,1,START,The ocean waves they crash and quay,quay,A,4,AABB
493,2,STARTA,Against the rocky shore they spray,spray,A,4,AABB
493,3,STARTAA,Their rhythm is a timeless tonight,tonight,B,4,AABB
493,4,STARTAAB,That I will always tonight,tonight,B,4,AABB
494,1,START,Upon the ocean stay,stay,A,4,ABAA
494,2,STARTA,Where waves begin to write,write,B,4,ABAA
494,3,STARTAB,The sailor finds his say,say,A,4,ABAA
494,4,STARTABA,And sets his course for may,may,A,4,ABAA
495,1,START,The moon that glows so delay,delay,A,4,ABAC
495,2,STARTA,In midnight sky above spite,spite,B,4,ABAC
495,3,STARTAB,It guides us through the tray,tray,A,4,ABAC
495,4,STARTABA,And fills our hearts with pee,pee,C,4,ABAC
496,1,START,The mountain peaks they say,say,A,4,AABC
496,2,STARTA,Against the blue sky spray,spray,A,4,AABC
496,3,STARTAA,They challenge us to climb them spite,spite,B,4,AABC
496,4,STARTAAB,And touch the heavens tree,tree,C,4,AABC
497,1,START,In morning light the birds say,say,A,4,ABCD
497,2,STARTA,Their melodies so sweet and light,light,B,4,ABCD
497,3,STARTAB,They welcome in the brand glee,glee,C,4,ABCD
497,4,STARTABC,With songs that can't be ignite,ignite,D,4,ABCD
498,1,START,The painter takes his brush in say,say,A,4,ABCB
498,2,STARTA,And creates a world of fight,fight,B,4,ABCB
498,3,STARTAB,With colors bright and shades of knee,knee,C,4,ABCB
498,4,STARTABC,That fill our souls with tight,tight,B,4,ABCB
499,1,START,Time is the river that keeps stay,stay,A,4,ABCD
499,2,STARTA,Carrying us along its lite,lite,B,4,ABCD
499,3,STARTAB,We cannot stop its steady flee,flee,C,4,ABCD
499,4,STARTABC,We can but sing its love,love,D,4,ABCD
500,1,START,Across the sea where ships do tray,tray,A,4,ABCA
500,2,STARTA,The horizon calls to lite,lite,B,4,ABCA
500,3,STARTAB,Adventures that await for height,height,C,4,ABCA
500,4,STARTABC,The brave who dare to ray,ray,A,4,ABCA
501,1,START,The rain that falls so tray,tray,A,4,ABAC
501,2,STARTA,From clouds up in the sky fright,fright,B,4,ABAC
501,3,STARTAB,It waters earth and way,way,A,4,ABAC
501,4,STARTABA,And makes the rivers tee,tee,C,4,ABAC
502,1,START,The mountain peak so high and fray,fray,A,4,AABC
502,2,STARTA,Touches clouds up in the play,play,A,4,AABC
502,3,STARTAA,Where eagles soar and freely rite,rite,B,4,AABC
502,4,STARTAAB,In skies so vast and might,might,C,4,AABC
503,1,START,The river keeps on flowing say,say,A,4,ABCA
503,2,STARTA,From mountain to the delight,delight,B,4,ABCA
503,3,STARTAB,It carries life and stories tea,tea,C,4,ABCA
503,4,STARTABC,In waters ever essay,essay,A,4,ABCA
504,1,START,The soldier stands so brave and fray,fray,A,4,ABCD
504,2,STARTA,Protecting all he holds so quite,quite,B,4,ABCD
504,3,STARTAB,He fights for freedom and for referee,referee,C,4,ABCD
504,4,STARTABC,With courage that will never blight,blight,D,4,ABCD
505,1,START,In gardens where the flowers gay,gay,A,4,AABC
505,2,STARTA,I spend my sweetest lay,lay,A,4,AABC
505,3,STARTAA,Watching bees and butterflies white,white,B,4,AABC
505,4,STARTAAB,Dancing beneath clear summer flight,flight,C,4,AABC
506,1,START,The sun shines bright on this fine ray,ray,A,4,AABC
506,2,STARTA,Making everything feel so betray,betray,A,4,AABC
506,3,STARTAA,But when comes the dark of rite,rite,B,4,AABC
506,4,STARTAAB,It changes everything I knight,knight,C,4,AABC
507,1,START,The seasons they are changing jay,jay,A,4,ABCA
507,2,STARTA,From winter into height,height,B,4,ABCA
507,3,STARTAB,The cycle of the year brings glee,glee,C,4,ABCA
507,4,STARTABC,The promise of new say,say,A,4,ABCA
508,1,START,Within the heart where love does way,way,A,4,ABCA
508,2,STARTA,A flame begins to grow white,white,B,4,ABCA
508,3,STARTAB,And through the years it still night,night,C,4,ABCA
508,4,STARTABC,The passion that we say,say,A,4,ABCA
509,1,START,Life is a journey we all play,play,A,4,ABCD
509,2,STARTA,With challenges we must mite,mite,B,4,ABCD
509,3,STARTAB,And lessons that we need to be,be,C,4,ABCD
509,4,STARTABC,Before our time is belove,belove,D,4,ABCD
510,1,START,I wonder at the starry ray,ray,A,4,ABCD
510,2,STARTA,And all the mysteries it light,light,B,4,ABCD
510,3,STARTAB,The questions that we dare to three,three,C,4,ABCD
510,4,STARTABC,The answers we may never move,move,D,4,ABCD
511,1,START,Around the world where cultures decay,decay,A,4,ABCA
511,2,STARTA,The people live their lives tight,tight,B,4,ABCA
511,3,STARTAB,With different ways that still quite,quite,C,4,ABCA
511,4,STARTABC,The human spirit bay,bay,A,4,ABCA
512,1,START,The farmer in his fields of gray,gray,A,4,ABCD
512,2,STARTA,Grows food for all to slight,slight,B,4,ABCD
512,3,STARTAB,He works from dawn till day is flee,flee,C,4,ABCD
512,4,STARTABC,To keep our tables lite,lite,D,4,ABCD
513,1,START,The farmer in his fields of stay,stay,A,4,ABCB
513,2,STARTA,Grows food for all to light,light,B,4,ABCB
513,3,STARTAB,He works from dawn till day is three,three,C,4,ABCB
513,4,STARTABC,To keep our tables delight,delight,B,4,ABCB
514,1,START,Throughout the years where time does stay,stay,A,4,ABCA
514,2,STARTA,The memories remain rite,rite,B,4,ABCA
514,3,STARTAB,Of moments that will always delight,delight,C,4,ABCA
514,4,STARTABC,The joy and also clay,clay,A,4,ABCA
515,1,START,The morning sun arises clay,clay,A,4,ABCA
515,2,STARTA,And paints the sky with plight,plight,B,4,ABCA
515,3,STARTAB,The world awakens from its pee,pee,C,4,ABCA
515,4,STARTABC,To greet the brand new pay,pay,A,4,ABCA
516,1,START,In silent woods where darkness lay,lay,A,4,ABCA
516,2,STARTA,The echo of a distant sound delight,delight,B,4,ABCA
516,3,STARTAB,Through misty valleys all lite,lite,C,4,ABCA
516,4,STARTABC,The lonely voice of night ray,ray,A,4,ABCA
517,1,START,I see the world in shades of lite,lite,A,4,ABCC
517,2,STARTA,Where everything burns oh so kite,kite,B,4,ABCC
517,3,STARTAB,The stars above shine in the fight,fight,C,4,ABCC
517,4,STARTABC,And give us their eternal slight,slight,C,4,ABCC
518,1,START,Above the clouds where angels tray,tray,A,4,ABBA
518,2,STARTA,The heavens open wide tonight,tonight,B,4,ABBA
518,3,STARTAB,And all our dreams come blight,blight,B,4,ABBA
518,4,STARTABB,Where hope will never pay,pay,A,4,ABBA
519,1,START,The rain falls soft upon the ye,ye,A,4,ABCD
519,2,STARTA,It waters all the earth so glee,glee,B,4,ABCD
519,3,STARTAB,It gives new life to everything wee,wee,C,4,ABCD
519,4,STARTABC,And shows what nature's decree,decree,D,4,ABCD
520,1,START,The flowers bloom in display,display,A,4,AAAB
520,2,STARTA,Their colors bright and say,say,A,4,AAAB
520,3,STARTAA,Their fragrance fills the delay,delay,A,4,AAAB
520,4,STARTAAA,A beautiful spring nite,nite,B,4,AAAB
521,1,START,I sat beneath the willow delay,delay,A,4,ABCD
521,2,STARTA,And listened to the nite,nite,B,4,ABCD
521,3,STARTAB,The leaves they whispered secrets lee,lee,C,4,ABCD
521,4,STARTABC,Of days that used to key,key,D,4,ABCD
522,1,START,The flowers bloom in way,way,A,4,AAAB
522,2,STARTA,Their colors bright and lay,lay,A,4,AAAB
522,3,STARTAA,Their fragrance fills the okay,okay,A,4,AAAB
522,4,STARTAAA,A beautiful spring slight,slight,B,4,AAAB
523,1,START,The wind it keeps on blowing stay,stay,A,4,ABCA
523,2,STARTA,Across the land and might,might,B,4,ABCA
523,3,STARTAB,It shapes the earth and carries be,be,C,4,ABCA
523,4,STARTABC,The seeds of life to quay,quay,A,4,ABCA
524,1,START,The forest trees they way,way,A,4,AABC
524,2,STARTA,Their branches reaching decay,decay,A,4,AABC
524,3,STARTAA,They stand through generations knight,knight,B,4,AABC
524,4,STARTAAB,Their wisdom ever sea,sea,C,4,AABC
525,1,START,Beneath the starry ray,ray,A,4,ABAA
525,2,STARTA,Where dreams begin to right,right,B,4,ABAA
525,3,STARTAB,The night is calm and display,display,A,4,ABAA
525,4,STARTABA,And all our worries gray,gray,A,4,ABAA
526,1,START,The stars appear in evening nay,nay,A,4,ABAB
526,2,STARTA,When daytime fades from delight,delight,B,4,ABAB
526,3,STARTAB,They sparkle with their silver spray,spray,A,4,ABAB
526,4,STARTABA,And dreams begin to might,might,B,4,ABAB
527,1,START,The river keeps on flowing way,way,A,4,ABCA
527,2,STARTA,From mountain to the delight,delight,B,4,ABCA
527,3,STARTAB,It carries life and stories decree,decree,C,4,ABCA
527,4,STARTABC,In waters ever may,may,A,4,ABCA
528,1,START,The painter with his brush of gray,gray,A,4,ABAB
528,2,STARTA,Creates a world of color night,night,B,4,ABAB
528,3,STARTAB,With strokes of pure artistic gay,gay,A,4,ABAB
528,4,STARTABA,That make our spirits might,might,B,4,ABAB
529,1,START,The children laugh and hay,hay,A,4,AAAB
529,2,STARTA,Their happiness so pure and lay,lay,A,4,AAAB
529,3,STARTAA,Their innocence so sweet and quay,quay,A,4,AAAB
529,4,STARTAAA,A joy that will tight,tight,B,4,AAAB
530,1,START,The traveler with his map of bay,bay,A,4,ABAC
530,2,STARTA,Seeks adventures far and ignite,ignite,B,4,ABAC
530,3,STARTAB,He journeys to new places gay,gay,A,4,ABAC
530,4,STARTABA,That few have ever nite,nite,C,4,ABAC
531,1,START,I see the world in shades of sight,sight,A,4,ABAA
531,2,STARTA,Where everything burns oh so spite,spite,B,4,ABAA
531,3,STARTAB,The stars above shine in the might,might,A,4,ABAA
531,4,STARTABA,And give us their eternal night,night,A,4,ABAA
532,1,START,Between the lines where meaning bay,bay,A,4,ABBA
532,2,STARTA,The truth begins to show knight,knight,B,4,ABBA
532,3,STARTAB,And understanding starts to sight,sight,B,4,ABBA
532,4,STARTABB,What writers want to delay,delay,A,4,ABBA
533,1,START,The sun that shines so tray,tray,A,4,ABAC
533,2,STARTA,Upon the world below flight,flight,B,4,ABAC
533,3,STARTAB,It gives us light and nay,nay,A,4,ABAC
533,4,STARTABA,And makes the flowers free,free,C,4,ABAC
534,1,START,Friendship is a bond so quay,quay,A,4,ABCD
534,2,STARTA,That stands the test of night,night,B,4,ABCD
534,3,STARTAB,Through good times and the pee,pee,C,4,ABCD
534,4,STARTABC,It helps our hearts to belove,belove,D,4,ABCD
535,1,START,The flowers bloom in pay,pay,A,4,AAAB
535,2,STARTA,Their colors bright and way,way,A,4,AAAB
535,3,STARTAA,Their fragrance fills the spray,spray,A,4,AAAB
535,4,STARTAAA,A beautiful spring plight,plight,B,4,AAAB
536,1,START,I walked alone through fields of tray,tray,A,4,ABAC
536,2,STARTA,Beneath the sky so wide and delight,delight,B,4,ABAC
536,3,STARTAB,And felt the breeze upon my way,way,A,4,ABAC
536,4,STARTABA,With nowhere left to run and spite,spite,C,4,ABAC
537,1,START,I climbed the mountain pay,pay,A,4,ABCD
537,2,STARTA,To see the world below spite,spite,B,4,ABCD
537,3,STARTAB,The view was breathtaking be,be,C,4,ABCD
537,4,STARTABC,A glorious golden degree,degree,D,4,ABCD
538,1,START,Across the sea where ships do gray,gray,A,4,ABCA
538,2,STARTA,The horizon calls to tonight,tonight,B,4,ABCA
538,3,STARTAB,Adventures that await for quite,quite,C,4,ABCA
538,4,STARTABC,The brave who dare to way,way,A,4,ABCA
539,1,START,In silent woods where darkness quay,quay,A,4,ABCA
539,2,STARTA,The echo of a distant sound blight,blight,B,4,ABCA
539,3,STARTAB,Through misty valleys all nite,nite,C,4,ABCA
539,4,STARTABC,The lonely voice of night display,display,A,4,ABCA
540,1,START,The snow falls soft and lay,lay,A,4,AAAB
540,2,STARTA,Covering all the land with may,may,A,4,AAAB
540,3,STARTAA,Making everything look pray,pray,A,4,AAAB
540,4,STARTAAA,A peaceful winter excite,excite,B,4,AAAB
541,1,START,I stood beside the river display,display,A,4,ABCD
541,2,STARTA,And watched the water quite,quite,B,4,ABCD
541,3,STARTAB,It flowed so calm and steady decree,decree,C,4,ABCD
541,4,STARTABC,Its current strong and tee,tee,D,4,ABCD
542,1,START,The morning sun arises jay,jay,A,4,ABCA
542,2,STARTA,And paints the sky with tight,tight,B,4,ABCA
542,3,STARTAB,The world awakens from its jee,jee,C,4,ABCA
542,4,STARTABC,To greet the brand new clay,clay,A,4,ABCA
543,1,START,The stars appear in evening clay,clay,A,4,ABAC
543,2,STARTA,When daytime fades from ignite,ignite,B,4,ABAC
543,3,STARTAB,They sparkle with their silver quay,quay,A,4,ABAC
543,4,STARTABA,And dreams begin to right,right,C,4,ABAC
544,1,START,Beyond the hills where eagles hay,hay,A,4,ABBA
544,2,STARTA,The ancient mountains stand fight,fight,B,4,ABBA
544,3,STARTAB,With wisdom written in the might,might,B,4,ABBA
544,4,STARTABB,Where time itself has display,display,A,4,ABBA
545,1,START,The ancient castle stands so array,array,A,4,AABC
545,2,STARTA,Upon the hill it looks so tray,tray,A,4,AABC
545,3,STARTAA,With memories of days gone rite,rite,B,4,AABC
545,4,STARTAAB,And tales that still are spite,spite,C,4,AABC
546,1,START,I see the world in shades of nite,nite,A,4,ABCD
546,2,STARTA,Where everything burns oh so spite,spite,B,4,ABCD
546,3,STARTAB,The stars above shine in the kite,kite,C,4,ABCD
546,4,STARTABC,And give us their eternal delight,delight,D,4,ABCD
547,1,START,The flowers bloom in quay,quay,A,4,AAAB
547,2,STARTA,Their colors bright and clay,clay,A,4,AAAB
547,3,STARTAA,Their fragrance fills the essay,essay,A,4,AAAB
547,4,STARTAAA,A beautiful spring mite,mite,B,4,AAAB
548,1,START,Beneath the starry say,say,A,4,ABAA
548,2,STARTA,Where dreams begin to plight,plight,B,4,ABAA
548,3,STARTAB,The night is calm and tray,tray,A,4,ABAA
548,4,STARTABA,And all our worries betray,betray,A,4,ABAA
549,1,START,The rain that falls so clay,clay,A,4,ABAC
549,2,STARTA,From clouds up in the sky might,might,B,4,ABAC
549,3,STARTAB,It waters earth and clay,clay,A,4,ABAC
549,4,STARTABA,And makes the rivers tee,tee,C,4,ABAC
550,1,START,The teacher in her classroom pray,pray,A,4,ABCD
550,2,STARTA,Imparts her wisdom to the nite,nite,B,4,ABCD
550,3,STARTAB,She opens minds to all the ye,ye,C,4,ABCD
550,4,STARTABC,And helps young people right,right,D,4,ABCD
551,1,START,Beauty is in everything we way,way,A,4,ABCD
551,2,STARTA,If we but take the time to plight,plight,B,4,ABCD
551,3,STARTAB,In nature and in art we decree,decree,C,4,ABCD
551,4,STARTABC,And in the human reprove,reprove,D,4,ABCD
552,1,START,The dancer with her grace of pay,pay,A,4,ABAC
552,2,STARTA,Moves lightly on the height,height,B,4,ABAC
552,3,STARTAB,Her body tells a story delay,delay,A,4,ABAC
552,4,STARTABA,That words cannot write,write,C,4,ABAC
553,1,START,The builder with his tools of lay,lay,A,4,ABCB
553,2,STARTA,Creates the structures we call fight,fight,B,4,ABCB
553,3,STARTAB,He builds the homes where we can jee,jee,C,4,ABCB
553,4,STARTABC,And makes our cities height,height,B,4,ABCB
554,1,START,Life is a journey we all fray,fray,A,4,ABCD
554,2,STARTA,With challenges we must delight,delight,B,4,ABCD
554,3,STARTAB,And lessons that we need to key,key,C,4,ABCD
554,4,STARTABC,Before our time is love,love,D,4,ABCD
555,1,START,The writer with his pen of ray,ray,A,4,ABAC
555,2,STARTA,Fills pages with his ignite,ignite,B,4,ABAC
555,3,STARTAB,Creating worlds for us to lay,lay,A,4,ABAC
